,Sentence,Source,Side,Readability,split
2472,"We report a new technique, Differential Rank Conservation, for identifying and measuring network-level perturbations.",plos_computational_biology,simple,5.0,train
2473,Our rank conservation index is based entirely on the relative levels of expression for participating genes and allows us to detect differences in network orderings between networks for a given phenotype and between phenotypes for a given network.,plos_computational_biology,simple,5.0,train
2474,"In examining cancer subtypes and neurological disorders, we identified networks that are tightly and loosely regulated, as defined by the level of conservation of transcript ordering, and observed a strong trend to looser network regulation in more malignant phenotypes and later stages of disease.",plos_computational_biology,simple,4.7,train
2475,We also demonstrate that variably expressed networks represent robust differences between disease states.,plos_computational_biology,simple,4.0,train
2476,"HLA-restricted immune escape mutations that persist following HIV transmission could gradually spread through the viral population, thereby compromising host antiviral immunity as the epidemic progresses.",plos_genetics,complex,5.0,train
2477,"To assess the extent and phenotypic impact of this phenomenon in an immunogenetically diverse population, we genotypically and functionally compared linked HLA and HIV (Gag / Nef) sequences from 358 historic (1979-1989) and 382 modern (2000-2011) specimens from four key cities in the North American epidemic (New York, Boston, San Francisco, Vancouver).",plos_genetics,complex,5.0,train
2478,"Inferred HIV phylogenies were star-like, with approximately two-fold greater mean pairwise distances in modern versus historic sequences.",plos_genetics,complex,4.0,train
2479,The reconstructed epidemic ancestral (founder) HIV sequence was essentially identical to the North American subtype B consensus.,plos_genetics,complex,5.3,train
2480,"Consistent with gradual diversification of a "" consensus-like "" founder virus, the median "" background "" frequencies of individual HLA-associated polymorphisms in HIV (in individuals lacking the restricting HLA [s]) were ~ 2-fold higher in modern versus historic HIV sequences, though these remained notably low overall (e. g. in Gag, medians were 3. 7% in the 2000s versus 2. 0% in the 1980s).",plos_genetics,complex,5.0,train
2481,HIV polymorphisms exhibiting the greatest relative spread were those restricted by protective HLAs.,plos_genetics,complex,5.0,train
2482,"Despite these increases, when HIV sequences were analyzed as a whole, their total average burden of polymorphisms that were "" pre-adapted "" to the average host HLA profile was only ~ 2% greater in modern versus historic eras.",plos_genetics,complex,4.3,train
2483,"Furthermore, HLA-associated polymorphisms identified in historic HIV sequences were consistent with those detectable today, with none identified that could explain the few HIV codons where the inferred epidemic ancestor differed from the modern consensus.",plos_genetics,complex,5.0,train
2484,"Results are therefore consistent with slow HIV adaptation to HLA, but at a rate unlikely to yield imminent negative implications for cellular immunity, at least in North America.",plos_genetics,complex,4.3,train
2485,"Intriguingly, temporal changes in protein activity of patient-derived Nef (though not Gag) sequences were observed, suggesting functional implications of population-level HIV evolution on certain viral proteins.",plos_genetics,complex,5.3,train
2486,"Upon HIV transmission, many-though not all-immune escape mutations selected in the previous host will revert to the consensus residue.",plos_genetics,simple,4.3,train
2487,"The persistence of certain escape mutations following transmission has led to concerns that these could gradually accumulate in circulating HIV sequences over time, thereby undermining host antiviral immune potential as the epidemic progresses.",plos_genetics,simple,5.0,train
2488,"As certain immune-driven mutations reduce viral fitness, their spread through the population could also have consequences for the average replication capacity and / or protein function of circulating HIV sequences.",plos_genetics,simple,4.0,train
2489,"Here, we characterized HIV sequences, linked to host immunogenetic information, from patients enrolled in historic (1979-1989) and modern (2000-2011) HIV cohorts from four key cities in the North American epidemic.",plos_genetics,simple,4.7,train
2490,We reconstructed the epidemic's ancestral (founder) HIV sequence and assessed the subsequent extent to which known HIV immune escape mutations have spread in the population.,plos_genetics,simple,4.7,train
2491,"Our data support the gradual spread of many-though not all-immune escape mutations in HIV sequences over time, but to an extent that is unlikely to have major immediate immunologic consequences for the North American epidemic.",plos_genetics,simple,4.7,train
2492,"Notably, in vitro assessments of ancestral and patient-derived HIV sequences suggested functional implications of ongoing HIV evolution for certain viral proteins.",plos_genetics,simple,4.0,train
2493,A. aegypti production and human density may vary considerably in dengue endemic areas.,plos_neglected_tropical_diseases,complex,5.0,train
2494,Understanding how interactions between these factors influence the risk of transmission could improve the effectiveness of the allocation of vector control resources.,plos_neglected_tropical_diseases,complex,4.7,train
2495,To evaluate the combined impacts of variation in A. aegypti production and human density we integrated field data with simulation modeling.,plos_neglected_tropical_diseases,complex,4.7,train
2496,"Using data from seven censuses of A. aegypti pupae (2007-2009) and from demographic surveys, we developed an agent-based transmission model of the dengue transmission cycle across houses in 16 dengue-endemic urban' patches' (1-3 city blocks each) of Armenia, Colombia.",plos_neglected_tropical_diseases,complex,5.0,train
2497,"Our field data showed that 92% of pupae concentrated in only 5% of houses, defined as super-producers.",plos_neglected_tropical_diseases,complex,4.0,train
2498,"Average secondary infections (R0) depended on infrequent, but highly explosive transmission events.",plos_neglected_tropical_diseases,complex,4.0,train
2499,These super-spreading events occurred almost exclusively when the introduced infectious person infected mosquitoes that were produced in super-productive containers.,plos_neglected_tropical_diseases,complex,4.0,train
2500,"Increased human density favored R0, and when the likelihood of human introduction of virus was incorporated into risk, a strong interaction arose between vector production and human density.",plos_neglected_tropical_diseases,complex,4.3,train
2501,Simulated intervention of super-productive containers was substantially more effective in reducing dengue risk at higher human densities.,plos_neglected_tropical_diseases,complex,4.3,train
2502,These results show significant interactions between human population density and the natural regulatory pattern of A. aegypti in the dynamics of dengue transmission.,plos_neglected_tropical_diseases,complex,5.3,train
2503,The large epidemiological significance of super-productive containers suggests that they have the potential to influence dengue viral adaptation to mosquitoes.,plos_neglected_tropical_diseases,complex,5.0,train
2504,"Human population density plays a major role in dengue transmission, due to its potential impact on human-A. aegypti contact, both within a person's home and when visiting others.",plos_neglected_tropical_diseases,complex,4.3,train
2505,The large variation in population density within typical dengue endemic cities suggests that it should be a major consideration in dengue control policy.,plos_neglected_tropical_diseases,complex,4.3,train
2506,"In the urban dengue system the life history of the mosquito vector, Aedes aegypti, transpires mainly inside and around human residences.",plos_neglected_tropical_diseases,simple,4.3,train
2507,In this study we integrated field data from an endemic city of Colombia into a simulation model to assess how natural variation in A. aegypti production and household human density influence dengue transmission.,plos_neglected_tropical_diseases,simple,4.3,train
2508,"Contrary to traditional models, we show that the basic reproductive rate of dengue (Ro) is more likely to be positively correlated with human density.",plos_neglected_tropical_diseases,simple,4.0,train
2509,"Moreover, the natural regulatory pattern of A. aegypti production, where a few super-productive houses dominate vector recruitment, caused a "" super-spreading "" pattern, whereby the large majority of viral introductions did not generate secondary infections, and Ro depended on sporadic, highly explosive transmission events.",plos_neglected_tropical_diseases,simple,5.3,train
2510,These events were dependent on the introduced infectious human infecting mosquitoes produced in super-productive vessels.,plos_neglected_tropical_diseases,simple,4.0,train
2511,"When the likelihood of human introduction was incorporated into our risk indicator, a significant interaction emerged between human density and A. aegypti super production, such that removal of these containers had a much larger impact on reducing dengue in areas of higher human density.",plos_neglected_tropical_diseases,simple,4.3,train
2512,"These results show that knowledge of interactions between human population density, social interactions and the natural regulatory pattern of A. aegypti can improve the design of dengue control efforts.",plos_neglected_tropical_diseases,simple,5.3,train
2513,Campylobacter jejuni is the major cause of bacterial food-borne illness in the USA and Europe.,plos_pathogens,complex,5.0,train
2514,An important virulence attribute of this bacterial pathogen is its ability to enter and survive within host cells.,plos_pathogens,complex,4.3,train
2515,"Here we show through a quantitative proteomic analysis that upon entry into host cells, C. jejuni undergoes a significant metabolic downshift.",plos_pathogens,complex,5.7,train
2516,"Furthermore, our results indicate that intracellular C. jejuni reprograms its respiration, favoring the respiration of fumarate.",plos_pathogens,complex,5.3,train
2517,These results explain the poor ability of C. jejuni obtained from infected cells to grow under standard laboratory conditions and provide the bases for the development of novel anti microbial strategies that would target relevant metabolic pathways.,plos_pathogens,complex,4.3,train
2518,Campylobacter jejuni is one of the most common causes of food-borne illness in the United States and a major cause of diarrheal diseases in developing countries.,plos_pathogens,simple,5.0,train
2519,"This pathogen can invade intestinal epithelial cells, which is very important for its ability to cause disease.",plos_pathogens,simple,5.0,train
2520,"Once it gains access to epithelial cells, C. jejuni becomes unable to grow under standard growth conditions, although it can grow if pre-incubated under oxygen limiting conditions.",plos_pathogens,simple,5.0,train
2521,This study compares the protein compositions of C. jejuni grown under standard growth conditions and obtained from within epithelial cells.,plos_pathogens,simple,5.3,train
2522,"This analysis indicates that, within cells, C. jejuni undergoes a significant metabolic downshift and reprograms its respiration, favoring the respiration of fumarate.",plos_pathogens,simple,6.0,train
2523,These results may provide the bases for the development of novel anti microbial strategies that would target relevant metabolic pathways.,plos_pathogens,simple,4.3,train
2524,Brown and beige adipocytes harbor the thermogenic capacity to adapt to environmental thermal or nutritional changes.,pnas,complex,4.3,train
2525,Histone methylation is an essential epigenetic modification involved in the modulation of nonshivering thermogenesis in adipocytes.,pnas,complex,6.0,train
2526,"Here, we describe a molecular network leading by KMT5c, a H4K20 methyltransferase, that regulates adipocyte thermogenesis and systemic energy expenditure.",pnas,complex,6.0,train
2527,The expression of Kmt5c is dramatically induced by a b3-adrenergic signaling cascade in both brown and beige fat cells.,pnas,complex,6.0,train
2528,Depleting Kmt5c in adipocytes in vivo leads to a decreased expression of thermogenic genes in both brown and subcutaneous (s. c. ) fat tissues.,pnas,complex,6.0,train
2529,These mice are prone to high-fat-diet-induced obesity and develop glucose intolerance.,pnas,complex,4.0,train
2530,"Enhanced transformation related protein 53 (Trp53) expression in Kmt5c knockout (KO) mice, that is due to the decreased repressive mark H4K20me3 on its proximal promoter, is responsible for the metabolic phenotypes.",pnas,complex,6.0,train
2531,"Together, these findings reveal the physiological role for KMT5c-mediated H4K20 methylation in the maintenance and activation of the thermogenic program in adipocytes.",pnas,complex,5.7,train
2532,The thermogenic function of adipocytes relies on the activation of the thermogenic program that is coordinately modulated by an array of unique transcriptional and epigenetic regulators.,pnas,simple,5.7,train
2533,Histone methylations represent an essential epigenetic mode of regulation in the establishment of tissue-specific gene expression.,pnas,simple,5.3,train
2534,"However, the role of H4K20 methylation in thermogenic adipocytes is not completely elucidated.",pnas,simple,5.3,train
2535,Our paper revealed Kmt5c is involved in regulating the thermogenic program in adipose tissues.,pnas,simple,5.0,train
2536,Adipocyte-specific Kmt5c KO mice demonstrate decreased expression of thermogenic genes and are prone to diet-induced obesity.,pnas,simple,5.3,train
2537,The findings indicate that activation of methyltransferase activity of KMT5c might be a potential strategy for metabolic diseases.,pnas,simple,5.3,train
2538,About 10 to 20% of infected women and very few infected men are asymptomatic.,MSD,complex,4.3,train
2539,Cervicitis usually has an incubation period of> 10 days.,MSD,complex,4.0,train
2540,Symptoms range from mild to severe and include dysuria and vaginal discharge.,MSD,complex,4.7,train
2541,"During pelvic examination, clinicians may note a mucopurulent or purulent cervical discharge, and the cervical os may be red and bleed easily when touched with the speculum.",MSD,complex,5.7,train
2542,Some women (about 10 to 20%) have minimal or no symptoms.,MSD,simple,3.0,train
2543,"Thus, gonorrhea may be detected only during routine screening or after diagnosis of the infection in their male partner.",MSD,simple,4.3,train
2544,Symptoms typically do not begin until at least 10 days after infection.,MSD,simple,3.3,train
2545,Some women feel only mild discomfort in the genital area and have a puslike discharge from the vagina.,MSD,simple,3.7,train
2546,"To make the diagnosis of a urinary tract infection in children, a positive urinary culture is required.",wiki,complex,4.0,train
2547,"Contamination poses a frequent challenge depending on the method of collection used, thus a cutoff of 105CFU / mL is used for a "" clean-catch "" mid stream sample, 104CFU / mL is used for catheter-obtained specimens, and 102CFU / mL is used for suprapubic aspirations (a sample drawn directly from the bladder with a needle).",wiki,complex,5.0,train
2548,"The use of "" urine bags "" to collect samples is discouraged by the World Health Organization due to the high rate of contamination when cultured, and catheterization is preferred in those not toilet trained.",wiki,complex,4.3,train
2549,"Some, such as the American Academy of Pediatrics recommends renal ultrasound and voiding cystourethrogram (watching a person's urethra and urinary bladder with real time x-rays while they urinate) in all children less than two years old who have had a urinary tract infection.",wiki,complex,5.0,train
2550,"However, because there is a lack of effective treatment if problems are found, others such as the National Institute for Health and Care Excellence only recommends routine imaging in those less than six months old or who have unusual findings.",wiki,complex,3.7,train
2551,"To diagnose a urinary tract infection in children, a positive urinary culture is required.",wiki,simple,4.0,train
2552,"Contamination poses a frequent challenge so a cutoff of 105 CFU / mL is used for a "" clean-catch "" mid-stream sample, 104 CFU / mL is used for catheter-obtained specimens, and 102 CFU / mL is used for suprapubic aspirations (a sample drawn directly from the bladder through the stomach wall with a needle).",wiki,simple,5.0,train
2553,The World Health Organization does not like the use of “ urine bags ” to collect samples because there is a high rate of contamination when that urine is cultured.,wiki,simple,3.3,train
2554,Catheterization is preferred if an individual is unable to use a toilet.,wiki,simple,4.0,train
2555,"Some medical groups, such as the American Academy of Pediatrics, recommend renal ultrasound and voiding cystourethrogram (watching a person's urethra and urinary bladder with real time X-rays while they urinate) in all children who are younger than 2 years old and have had a urinary tract infection.",wiki,simple,5.0,train
2556,Other medical groups such as the National Institute for Clinical Excellence recommend routine imaging only in babies younger than 6 months old or who have unusual findings.,wiki,simple,4.0,train
2557,"Constrained, cyclic peptides encoded by plant genes represent a new generation of drug leads.",elife,complex,4.3,train
2558,Evolution has repeatedly recruited the Cys-protease asparaginyl endopeptidase (AEP) to perform their head-to-tail ligation.,elife,complex,4.7,train
2559,"These macrocyclization reactions use the substrates amino terminus instead of water to deacylate, so a peptide bond is formed.",elife,complex,5.3,train
2560,How solvent-exposed plant AEPs macrocyclize is poorly understood.,elife,complex,4.0,train
2561,"Here we present the crystal structure of an active plant AEP from the common sunflower, Helianthus annuus.",elife,complex,4.0,train
2562,The active site contained electron density for a tetrahedral intermediate with partial occupancy that predicted a binding mode for peptide macrocyclization.,elife,complex,5.3,train
2563,By substituting catalytic residues we could alter the ratio of cyclic to acyclic products.,elife,complex,5.0,train
2564,"Moreover, we showed AEPs from other species lacking cyclic peptides can perform macrocyclization under favorable pH conditions.",elife,complex,5.0,train
2565,This structural characterization of AEP presents a logical framework for engineering superior enzymes that generate macrocyclic peptide drug leads.,elife,complex,5.7,train
2566,"Most proteins are long, chain-like molecules that have two ends respectively called the N-terminus and C-terminus.",elife,simple,4.7,train
2567,"However, certain proteins can close on themselves to become circular.",elife,simple,4.0,train
2568,"This requires a chemical reaction between the N-and C-termini, which creates a strong bond between the two extremities.",elife,simple,4.7,train
2569,"To go through this ‘ cyclization ’ process, a straight protein attaches to a certain type of protease, a class of enzyme that usually cuts proteins into smaller pieces.",elife,simple,5.3,train
2570,"In plants that are distantly related, the same group of enzymes – called AEPs – has been selected to perform cyclization.",elife,simple,4.0,train
2571,"Here, Haywood et al. study an AEP enzyme from sunflowers: they identify what about this enzyme ’s structure is important to drive the complex chemical reaction that results in the protein being cyclized rather than simply cut.",elife,simple,5.3,train
2572,"Using a technique called X-ray crystallography to see the positions of individual atoms in the enzyme, Haywood et al. caught a snapshot of the enzyme.",elife,simple,4.7,train
2573,Its structure explained how the enzyme ’s shape can guide cyclization.,elife,simple,4.3,train
2574,"In particular, the part of the enzyme that binds to the proteins, the active site, was relatively flat and open, but also flexible: this helped the N and C-termini react with each other and close the protein.",elife,simple,5.0,train
2575,"Further experiments artificially mutated specific areas of the enzyme, which helped determine exactly which elements guide this succession of chemical reactions.",elife,simple,4.3,train
2576,"The activity of AEPs is influenced by their local environment, such as acidity.",elife,simple,4.0,train
2577,"In fact, Haywood et al. showed that certain AEPs, which do not normally carry out cyclization, can start performing this role when exposed to a different level of acidity.",elife,simple,4.7,train
2578,"The pharmaceutical industry is increasingly interested in circular proteins, as these are stable, easily used by the body, and can be genetically customized to act only on specific targets.",elife,simple,4.0,train
2579,"If the cyclization process is better understood, and then harnessed, new drug compounds could be produced.",elife,simple,4.0,train
2580,"Epithelial ovarian cancer (EOC) is often diagnosed at an advanced stage, requiring primary cytoreductive surgery and combination chemotherapy for its first - line management.",cochrane_all,complex,5.3,dev
2581,"Currently, the recommended standard first - line chemotherapy is platinum - based, usually consisting of carboplatin and paclitaxel (PAC / carbo).",cochrane_all,complex,4.3,dev
2582,Pegylated liposomal doxorubicin (PLD) is an improved formulation of doxorubicin that is associated with fewer and less severe side effects than are seen with non-modified doxorubicin.,cochrane_all,complex,4.7,dev
2583,"In combination with carboplatin, PLD has recently been shown to improve progression - free survival compared with PAC / carbo in women with relapsed, platinum - sensitive EOC.",cochrane_all,complex,4.7,dev
2584,It is therefore important to know whether any survival benefit can be attributed to PLD when it is used in the first - line setting.,cochrane_all,complex,3.7,dev
2585,"To evaluate the role of PLD, alone or in combination, in first - line chemotherapy for women with EOC.",cochrane_all,complex,3.7,dev
2586,"We searched The Cochrane Gynaecological Cancer Group's Trial Register, the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE and EMBASE from January 1990 to February 2013.",cochrane_all,complex,4.0,dev
2587,"In addition, we searched online trial registries for ongoing trials and abstracts of studies presented at relevant scientific meetings from 2000 onwards.",cochrane_all,complex,3.7,dev
2588,We included all randomised controlled trials (RCTs) that compared PLD alone or in combination with other agent / s (e. g. carboplatin) versus other agent / s for first - line chemotherapy in women with EOC who may or may not have undergone primary cytoreductive surgery.,cochrane_all,complex,4.7,dev
2589,Data collection and analysis,cochrane_all,complex,3.3,dev
2590,"Two review authors independently selected trials, extracted data and assessed the risk of bias for each included trial.",cochrane_all,complex,3.3,dev
2591,We obtained updated trial data when possible.,cochrane_all,complex,2.3,dev
2592,We included two large trials.,cochrane_all,complex,1.7,dev
2593,One trial compared three - weekly PLD and carboplatin (PLD / carbo) with PAC / carbo.,cochrane_all,complex,3.7,dev
2594,"The other trial included four experimental arms, one of which was PLD plus PAC / carbo, that were compared with the standard PAC / carbo regimen.",cochrane_all,complex,4.3,dev
2595,We did not combine results of these two trials in the meta - analysis.,cochrane_all,complex,3.3,dev
2596,We considered the two studies to be at low risk of bias.,cochrane_all,complex,2.7,dev
2597,"For the comparison PLD / carbo versus PAC / carbo (820 women; stages Ic to IV), no statistically significant differences in progression - free survival (PFS) (hazard ratio [HR] 1. 01, 95% confidence interval [CI] 0. 85 to 1. 19) or overall survival (OS) (HR 0. 94, 95% CI 0. 78 to 1. 13) were noted between study arms.",cochrane_all,complex,5.0,dev
2598,"Severe anaemia (risk ratio [RR] 2. 74, 95% CI 1. 54 to 4. 88) and thrombocytopenia (RR 8. 09, 95% CI 3. 93 to 16. 67) were significantly more common with PLD / carbo, whereas alopecia (RR 0. 09, 95% CI 0. 06 to 0. 14) and severe neurotoxicity (RR 0. 09, 95% CI 0. 01 to 0. 66) were significantly more common with PAC / carbo.",cochrane_all,complex,5.0,dev
2599,Quality of life scores were not significantly different.,cochrane_all,complex,3.0,dev
2600,"For the comparison PLD / PAC / carbo versus PAC / carbo (1726 women; stage III / IV), it is important to note that PLD was given for alternate cycles only (i. e. every 6 weeks).",cochrane_all,complex,4.3,dev
2601,"No statistically significant difference in PFS (HR 0. 98, 95% CI 0. 88 to 1. 09) or OS (HR 0. 95, 95% CI 0. 84 to 1. 08) between these two treatment arms was reported.",cochrane_all,complex,4.0,dev
2602,"However, women in the triplet arm experienced significantly more severe haematological adverse events (anaemia, thrombocytopenia, neutropenia and febrile neutropenia) compared with those given standard treatment.",cochrane_all,complex,4.7,dev
2603,No RCTs evaluated single - agent PLD for first - line treatment of EOC.,cochrane_all,complex,3.7,dev
2604,PLD / carbo is a reasonable alternative to PAC / carbo for the first - line treatment of EOC.,cochrane_all,complex,4.3,dev
2605,"Although three - weekly PLD / carbo may be associated with increased dose delays and discontinuations compared with the standard PAC / carbo regimen, it might be more acceptable to women who wish to avoid alopecia or those at high risk of neurotoxicity.",cochrane_all,complex,4.3,dev
2606,"No survival benefits appear to be associated with the alternating triplet regimen, and the additional toxicity associated with adding PLD to PAC / carbo limits further investigation.",cochrane_all,complex,3.7,dev
2607,"Further studies are needed to establish the safest, most effective PLD / carbo regimen for newly diagnosed disease.",cochrane_all,complex,3.7,dev
2608,A modified formulation of doxorubicin for the treatment of newly diagnosed ovarian cancer,cochrane_all,simple,4.3,dev
2609,PLD is an improved formulation of an anticancer drug that has been around since the 1960s.,cochrane_all,simple,3.3,dev
2610,"When used with carboplatin (carbo), it has been shown to improve survival in women with epithelial ovarian cancer (EOC) that has come back (relapsed) six months or longer after the last platinum (carbo) - based treatment.",cochrane_all,simple,4.7,dev
2611,We wanted to find out whether PLD was also useful for the treatment of newly diagnosed EOC.,cochrane_all,simple,4.0,dev
2612,We searched the literature from 1990 to January 2013 for relevant studies and included two studies in this review.,cochrane_all,simple,3.3,dev
2613,"One study compared PLD plus carbo given to women every three weeks versus the standard treatment (paclitaxel (PAC) / carbo every three weeks), and the other added PLD to the standard treatment and compared it with standard treatment only (the latter study also included other treatments not relevant to this review).",cochrane_all,simple,4.7,dev
2614,"These studies spanned three years and included 820 and 4100 women, respectively.",cochrane_all,simple,3.3,dev
2615,Most women in these studies had advanced cancer and had undergone surgery to remove as much of the cancer as possible.,cochrane_all,simple,3.3,dev
2616,"Women receiving the PLD / carbo treatment and those given the standard treatment survived for a similar period, but PLD / carbo caused more women to experience low blood counts (anaemia and low platelets) that often led to a delay in treatment or the need to stop treatment.",cochrane_all,simple,4.3,dev
2617,"However, PLD / carbo caused far fewer women to experience hair loss and neuropathy (nerve damage causing symptoms such as tingling, numbness, pain, loss of sensation and / or coordination), and so it might help women who find these side effects unacceptable or intolerable.",cochrane_all,simple,4.3,dev
2618,"We concluded that three - weekly PLD / carbo is a reasonable alternative to standard platinum - based treatment for newly diagnosed EOC, but more research is needed to establish the safest and most effective dosage and dose frequency.",cochrane_all,simple,4.3,dev
2619,Adding PLD to standard treatment (PAC / carbo) every six weeks did not help women with newly diagnosed ovarian cancer survive longer and was associated with worse effects on blood counts that increased the chance of infection; therefore this triple drug treatment cannot be recommended.,cochrane_all,simple,4.7,dev
2620,Quality of the evidence,cochrane_all,simple,2.3,dev
2621,"We considered the evidence related to survival of women after they are treated with PLD / carbo or PAC / carbo, and the evidence related to adverse drug effects to be of high quality.",cochrane_all,simple,4.0,dev
2622,Depressed patients who do not respond to second - line antidepressant drugs are characterised as suffering from treatment - refractory depression (TRD).,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.0,dev
2623,Chronic psychosocial stress hypothalamic - pituitary - adrenal (HPA) axis dysfunction is associated with attenuated responses to antidepressants.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,5.0,dev
2624,"Corticosteroid co-administration reduces the increase in forebrain 5 - hydroxytryptamine with selective serotonin reuptake inhibitors, whereas antiglucocorticoids have the opposite effect.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,6.0,dev
2625,"A Cochrane review suggesting that antiglucocorticoid augmentation of antidepressants may be effective in treating TRD included a pilot study of the cortisol synthesis inhibitor, metyrapone.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,5.3,dev
2626,The Antiglucocorticoid augmentation of antiDepressants in Depression (ADD Study) was a multicentre randomised placebo - controlled trial of metyrapone augmentation of serotonergic antidepressants in patients with TRD.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,5.3,dev
2627,To determine the efficacy and safety of augmentation of standard serotonergic antidepressants with metyrapone 500 mg twice a day for 3 weeks in patients with TRD.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.7,dev
2628,"A total of 165 patients with moderate to severe TRD aged 18 - 65 years were randomised to metyrapone 500 mg twice daily or placebo for 3 weeks, in addition to ongoing serotonergic antidepressants.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.7,dev
2629,The primary outcome was improvement in Montgomery - Asberg Depression Rating Scale (MADRS) score 5 weeks after randomisation estimated using analysis of covariance.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.0,dev
2630,"Secondary outcomes included the degree of persistence of treatment effect for up to 6 months, and also safety and tolerability of metyrapone.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.0,dev
2631,"ADD included substudies investigating the potential mechanism of action of metyrapone, and utilised a comparator group of healthy participants.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.0,dev
2632,"The estimated mean difference for each of our study outcomes between randomised groups, 5 weeks post randomisation (allowing for variation between centres and whether or not patients originate from primary or secondary care) was MADRS -0. 51 [95% confidence interval (CI) -3. 48 to 2. 46]; Beck Depression Inventory (BDI) -2. 65 (95% CI -6. 41 to 1. 10); Clinical Anxiety Scale 0. 46 (95% CI -1. 20 to 2. 12); State - Trait Anxiety Inventory 1. 2 (95% CI -0. 6 to 3. 0); European Quality of Life - 5 Dimensions 0. 015 (95% CI -0. 069 to 0. 099); EuroQol visual analogue scale 5. 6 (95% CI -0. 7 to 12. 0); and Young Mania Rating Scale -0. 04 (95% CI -0. 52 to 0. 45).",nhir_Efficaacy_and_Mechanism_Evaluation,complex,6.0,dev
2633,The differences were not statistically significant and were small in relation to the change from baseline in both groups that was observed immediately after completion of therapy.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,3.7,dev
2634,Endocrinological data required for compliance assessment are not yet available.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.0,dev
2635,"HPA function, similar in patients and control subjects, was not associated with differing clinical responses.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,3.7,dev
2636,"Neuropsychological impairments were found, along with changes in brain structure and function, but no effect of metyrapone was seen on these measures.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.0,dev
2637,"The inclusion criteria led to the sample being broadly representative of patients with TRD, within the UK NHS, with high anxiety and BDI scores.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.7,dev
2638,Metyrapone augmentation of antidepressants is not efficacious for outpatients with TRD who are moderately depressed.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.3,dev
2639,"There was no obvious benefit associated with the use of metyrapone, either on the primary outcome or over the period of follow - up, and this negative result extended to other secondary outcomes.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.3,dev
2640,Metyrapone was well tolerated.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.3,dev
2641,There were no serious adverse events attributable to it and adverse events were as common with the placebo.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,3.7,dev
2642,HPA axis function was not associated with differing clinical or neuropsychological outcomes.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.0,dev
2643,"The results of the study suggest that although metyrapone augmentation was well tolerated, it is ineffective in the treatment of refractory depression.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.7,dev
2644,This finding is contrary to a previous proof of principle study in more acutely unwell patients.,nhir_Efficaacy_and_Mechanism_Evaluation,complex,4.3,dev
2645,"Future research should consider whether or not antiglucocorticoid treatments, such as metyrapone, should be targeted at patients with confirmed hypercortisolaemia.",nhir_Efficaacy_and_Mechanism_Evaluation,complex,5.0,dev
2646,Depression is common and can have a terrible impact on patients and their families.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.0,dev
2647,Guidelines recommend talking therapies for patients with milder depression and adding antidepressants for moderate and severe depression.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.7,dev
2648,"However, antidepressants work in only about 70% of sufferers.",nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.3,dev
2649,Why this happens is not known.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,1.3,dev
2650,One possibility is that increases in the stress hormone cortisol may reduce the effectiveness of antidepressants.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.7,dev
2651,Cortisol rises when people are stressed and may stay high in depression.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.7,dev
2652,"Raised cortisol reduces the effect of antidepressants on the chemicals in the brain, which are thought to be important in how they work.",nhir_Efficaacy_and_Mechanism_Evaluation,simple,4.0,dev
2653,Small studies have suggested that reducing the level of cortisol produces better outcomes for depression.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.7,dev
2654,"We have tested the drug metyrapone, which blocks the production of cortisol, in a group of 165 people who remained depressed after previous treatment with at least two antidepressants.",nhir_Efficaacy_and_Mechanism_Evaluation,simple,4.7,dev
2655,Metyrapone was given for 3 weeks.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.3,dev
2656,We investigated whether or not it led to benefits over the next 6 months compared with a group of similar people who received dummy tablets.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.3,dev
